"Betriebsname","Strasse","Nr.","Kreis","PLZ","Ort","Oeffnungszeit","Betriebsart","Status","X","Y"
"Sky Key Cafeteria (EG)","Hagenholzstrasse",60,11,8050,"Zürich",,"Gastwirtschaft","Offen",684243.372,252087.783
"Smeiley's Smart + Snazzy","Berninastrasse",43,11,8057,"Zürich",,"Gastwirtschaft","Offen",683659.631,250889.887
"Smoking Kiosk","Idaplatz",1,3,8003,"Zürich",,"Nebenwirtschaft","Offen",681293.158,247579.666
"Socar Manegg","Allmendstrasse",121,2,8041,"Zürich",,"Tankstelle","Offen",681677.013,243858.13
"Sodexo","Grubenstrasse ",49,3,8045,"Zürich",,"Gastwirtschaft","Offen",680970.926,246184.485
"Sogar Küche","Josefstrasse",106,5,8005,"Zürich",,"Gastwirtschaft","Offen",682428.79,248676.845
"Solino Caritas","Am Schanzengraben ",15,2,8002,"Zürich",,"Gastwirtschaft","Offen",682877.277,247013.745
"Sonne Libanon","Birmensdorferstrasse",427,3,8055,"Zürich",,"Gastwirtschaft","Offen",680294.218,246970.078
"Sonnegg","Bauherrenstrasse",53,10,8049,"Zürich",,"Gastwirtschaft","Offen",679929.133,250636.266
"Sonnenberg","Hitzigweg",15,7,8032,"Zürich",,"Gastwirtschaft","Offen",685273.163,246895.632
"Sora Sushi","Bahnhofplatz",15,1,8001,"Zürich",,"Gastwirtschaft","Offen",683182.716,247978.398
"Sorell Hotel Rex","Weinbergstrasse",92,6,8006,"Zürich",,"Gastwirtschaft","Offen",683391.482,248804.05
"Sorrento","Forchstrasse",2,8,8008,"Zürich",,"Gastwirtschaft","Offen",684301.898,246558.485
"Sousou Bistro Bar","General-Wille-Strasse ",18,2,8002,"Zürich",,"Gastwirtschaft","Offen",682635.709,246453.796
"Spettacolo","Bahnhofplatz",15,1,8001,"Zürich",,"Gastwirtschaft","Offen",683182.716,247978.398
"Spettacolo","Baslerstrasse",50,9,8048,"Zürich",,"Gastwirtschaft","Offen",680016.511,248918.359
"Spettacolo","Birmensdorferstrasse",80,3,8003,"Zürich",,"Gastwirtschaft","Offen",681945.349,247295.763
"Spettacolo","Kasernenstrasse",101,4,8004,"Zürich",,"Gastwirtschaft","Offen",682872.699,248034.859
"Spettacolo","Tessinerplatz",10,2,8002,"Zürich",,"Gastwirtschaft","Offen",682525.388,246543.585
"Spettacolo ","Altstetterplatz",11,9,8048,"Zürich",,"Gastwirtschaft","Offen",679268.11,249498.758
"Spettacolo ","Bleicherweg","17b",2,8002,"Zürich",,"Gastwirtschaft","Offen",682898.435,246918.32
"Sphères","Hardturmstrasse",66,5,8005,"Zürich",,"Gastwirtschaft","Offen",681547.404,249578.593
"Spice India","Nordbrücke",4,10,8037,"Zürich",,"Gastwirtschaft","Offen",682365.536,249773.422
"Spielzeugmuseum Sammlung Depuoz","Englischviertelstrasse","19b",7,8032,"Zürich",,"Nebenwirtschaft","Offen",684393.688,247014.996
"Sportanlage Buchlern","Friedhofstrasse",89,9,8048,"Zürich",,"Gastwirtschaft","Offen",678442.901,248305.104
"Sportanlage Buchwiesen","Schönauweg",13,11,8052,"Zürich",,"Gastwirtschaft","Offen",683056.772,253619.267
"Sportanlage Eichrain","Stiglenstrasse",60,11,8052,"Zürich",,"Gastwirtschaft","Offen",683748.411,253665.394
"Sportanlage Hardhof","Hardhof",19,9,8064,"Zürich",,"Gastwirtschaft","Offen",679941.195,250067.564
"Sportanlage Im Birch","Margrit-Rainer-Strasse ",5,11,8050,"Zürich",,"Gastwirtschaft","Offen",683127.487,252224.771
"Sportanlage Juchhof 2","Bernerstrasse ",331,9,8064,"Zürich",,"Gastwirtschaft","Offen",677567.507,250273.622
"Sportanlage Witikon","Katzenschwanzstrasse",45,7,8053,"Zürich",,"Gastwirtschaft","Offen",687493.323,246367.043
"Sporthalle Fronwald","Fronwaldstrasse",115,11,8046,"Zürich",,"Gastwirtschaft","Offen",680990.546,252754.201
"Sportplatz Allmend","Allmendstrasse",10,2,8002,"Zürich",,"Gastwirtschaft","Offen",681966.527,245352.094
"Sportplatz Letzi","Espenhofweg",56,9,8047,"Zürich",,"Gastwirtschaft","Offen",679873.97,247272.48
"Sportplatz Neudorf Oerlikon","Siewerdtstrasse",84,11,8050,"Zürich",,"Gastwirtschaft","Offen",684309.631,251823.444
"Sportschützenge Aussersihl","Uetlibergstrasse",345,3,8045,"Zürich",,"Gastwirtschaft","Offen",680707.429,245078.384
"Sportverein Höngg","Kappenbühlstrasse",74,10,8049,"Zürich",,"Gastwirtschaft","Offen",679781.871,251490.401
"Spring Onion","Leutschenbachstrasse",50,11,8050,"Zürich",,"Gastwirtschaft","Offen",684295.763,252343.156
"Sprüngli","Bahnhofstrasse",21,1,8001,"Zürich",,"Gastwirtschaft","Offen",683123.969,247087.714
"Spuntino","Kasernenstrasse",103,4,8004,"Zürich",,"Gastwirtschaft","Offen",682857.949,248076.155
"Spuntino","Bellerivestrasse",253,8,8008,"Zürich",,"Gastwirtschaft","Offen",684846.75,244937.304
"St. Felix und Regula","Hirzelstrasse",20,4,8004,"Zürich",,"Gastwirtschaft","Offen",681194.738,248322.563
"St. Franziskus Pfarreizentrum","Kilchbergstrasse",1,2,8038,"Zürich",,"Gastwirtschaft","Offen",682561.946,244113.84
"St. Gallerhof","Konradstrasse",2,5,8005,"Zürich",,"Gastwirtschaft","Offen",682968.614,248268.673
"St. Georg","Weberstrasse",11,4,8004,"Zürich",,"Gastwirtschaft","Offen",682287.138,247223.997
"St. Katharina KGZ","Wehntalerstrasse",451,11,8046,"Zürich",,"Gastwirtschaft","Offen",681010.576,252174.18
"St. Peter","In Gassen",10,1,8001,"Zürich",,"Gastwirtschaft","Offen",683220.968,247248.337
"Stadion Letzigrund","Badenerstrasse ",500,9,8048,"Zürich",,"Gastwirtschaft","Offen",680371.245,248589.721
"Stadtbad Zürich","Stauffacherstrasse",60,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682207.837,247757.725
"Stadtspital Triemli","Birmensdorferstrasse",497,3,8063,"Zürich",,"Gastwirtschaft","Offen",679986.8,246664.82
"Stadtspital Waid","Tièchestrasse ",99,10,8037,"Zürich",,"Gastwirtschaft","Offen",681670.976,250340.421
"Standrestaurant Schützenhaus","Uetlibergstrasse ",331,3,8045,"Zürich",,"Gastwirtschaft","Offen",680914.529,245079.355
"Stapferstube da Rizzo","Culmannstrasse",45,6,8006,"Zürich",,"Gastwirtschaft","Offen",683728.541,248524.223
"Starbucks","Kalanderplatz ",6,3,8045,"Zürich",,"Gastwirtschaft","Offen",681898.745,245824.19
"Starbucks Coffee","Limmatstrasse",5,5,8005,"Zürich",,"Gastwirtschaft","Offen",682967.805,248286.265
"Starbucks Coffee","Füsslistrasse ",4,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683006.792,247513.621
"Starbucks Coffee","Badenerstrasse ",21,4,8004,"Zürich",,"Gastwirtschaft","Offen",682411.609,247525.72
"Starbucks Coffee","Europaallee",7,4,8004,"Zürich",,"Gastwirtschaft","Offen",682771.988,248053.102
"Starbucks Coffee","Hotzestrasse ",65,6,8006,"Zürich",,"Gastwirtschaft","Offen",683087.573,249595.433
"Starbucks Coffee","Kreuzplatz",22,8,8008,"Zürich",,"Gastwirtschaft","Offen",684224.788,246594.314
"Starbucks Coffee","Limmatquai",144,1,8001,"Zürich",,"Gastwirtschaft","Offen",683490.391,247891.012
"Starbucks Coffee","Max-Bill-Platz ",15,11,8050,"Zürich",,"Gastwirtschaft","Offen",683151.025,252086.246
"Starbucks Coffee","Rennweg",48,1,8001,"Zürich",,"Gastwirtschaft","Offen",683123.371,247565.092
"Starbucks Coffee","Rindermarkt",1,1,8001,"Zürich",,"Gastwirtschaft","Offen",683481.814,247425.365
"Starbucks Coffee","Schulstrasse",44,11,8050,"Zürich",,"Gastwirtschaft","Offen",683424.64,251700.549
"Starbucks Coffee","Theaterstrasse ",8,1,8001,"Zürich",,"Gastwirtschaft","Offen",683719.487,246738.407
"Starbucks Coffee ","Bleicherweg",30,2,8002,"Zürich",,"Gastwirtschaft","Offen",682861.858,246940.557
"Starbucks Coffee (EG und 1. OG)","Bahnhofplatz",6,1,8001,"Zürich",,"Gastwirtschaft","Offen",683186.75,247905.224
"Starbucks Tessinerplatz","Seestrasse",19,2,8002,"Zürich",,"Gastwirtschaft","Offen",682571.448,246561.345
"Stauffachertor","Werdstrasse",6,4,8004,"Zürich",,"Gastwirtschaft","Offen",682452.901,247478.858
"Steiner Café Kornhaus Flughafenbeck","Nordstrasse",85,10,8037,"Zürich",,"Gastwirtschaft","Offen",682848.417,249180.789
"Steiner Café Pfingstweidpark","Turbinenstrasse",22,5,8005,"Zürich",,"Gastwirtschaft","Offen",681249.785,249073.752
"Steki","Badenerstrasse",330,4,8004,"Zürich",,"Gastwirtschaft","Offen",681045.702,248037.551
"Sternen","Albisriederstrasse",371,9,8047,"Zürich",,"Gastwirtschaft","Offen",679004.168,247677.528
"Stiftung Altried","Im Altried",2,12,8051,"Zürich",,"Gastwirtschaft","Offen",686987.923,251152.169
"Stiftung Mühlehalde","Witikonerstrasse ",100,7,8032,"Zürich",,"Gastwirtschaft","Offen",685722.529,246126.199
"Stocker Seilbahn Rigiblick","Universitätstrasse",115,6,8006,"Zürich",,"Gastwirtschaft","Offen",683781.115,248860.56
"Stockerhof","Stockerstrasse",23,2,8002,"Zürich",,"Gastwirtschaft","Offen",682854.052,246712.796
"Stocks","Selnaustrasse",30,1,8001,"Zürich",,"Gastwirtschaft","Offen",682562.47,247264.536
"Stop & Shop Milchbar","Bahnhofpassage ",,1,8001,"Zürich",,"Gastwirtschaft","Offen",683213,247975
"Storchen","Weinplatz",2,1,8001,"Zürich",,"Gastwirtschaft","Offen",683315.607,247297.738
"Strandbad Kiosk Katzensee","Katzenseestrasse",204,11,8046,"Zürich",,"Ausgabestelle","Offen",679580.834,253876.926
"Strandbad Mythenquai","Mythenquai",117,2,8002,"Zürich",,"Gastwirtschaft","Offen",682804.481,245324.417
"Strandbad Tiefenbrunnen","Bellerivestrasse",214,8,8008,"Zürich",,"Gastwirtschaft","Offen",684578.165,245177.71
"Strandbad Wollishofen","Seestrasse",451,2,8038,"Zürich",,"Ausgabestelle","Offen",683033.82,243926.68
"Strozzi's","Seefeldstrasse",187,8,8008,"Zürich",,"Gastwirtschaft","Offen",684548.434,245468.873
"Strozzi's Fraumünster","Fraumünsterstrasse",25,1,8001,"Zürich",,"Gastwirtschaft","Offen",683224.286,247080.298
"Suan Long","Selnaustrasse",32,1,8001,"Zürich",,"Gastwirtschaft","Offen",682554.664,247285.419
"Suan Long","Witikonerstrasse",400,7,8053,"Zürich",,"Gastwirtschaft","Offen",687300.62,246060.057
"Subito","Konradstrasse",6,5,8005,"Zürich",,"Gastwirtschaft","Offen",682952.13,248277.837
"Subway","Sihlstrasse ",99,1,8001,"Zürich",,"Gastwirtschaft","Offen",682616.149,247486.349
"Sunnehus","Sonneggstrasse",17,6,8006,"Zürich",,"Gastwirtschaft","Offen",683698.714,248161.397
"Sunset-Thai","Birmensdorferstrasse",488,3,8055,"Zürich",,"Gastwirtschaft","Offen",679891.767,246950.819
"Sushi Dining Ototo","Nordstrasse",199,10,8037,"Zürich",,"Gastwirtschaft","Offen",682452.693,249652.601
"Sushi Kalifornia ","Weinbergstrasse ",157,6,8006,"Zürich",,"Gastwirtschaft","Offen",683108.744,249441.568
"Sushi Momo ","Neumühlequai",6,1,8001,"Zürich",,"Gastwirtschaft","Offen",683429.893,247988.961
"Suwannaphum","Jakob-Fügli-Strasse ",18,9,8048,"Zürich",,"Gastwirtschaft","Offen",678931,249162
"Swaad","Uetlibergstrasse",166,3,8045,"Zürich",,"Gastwirtschaft","Offen",681407.044,245939.766
"Swaad","Zollikerstrasse",1,8,8008,"Zürich",,"Gastwirtschaft","Offen",684306.571,246526.356
"Sydefädeli","Hönggerstrasse ",119,10,8037,"Zürich",,"Gastwirtschaft","Offen",681467.532,249947.5
"Taj Palace","Hönggerstrasse",25,10,8037,"Zürich",,"Gastwirtschaft","Offen",682133.271,249472.104
"Takano City","Löwenstrasse",29,1,8001,"Zürich",,"Gastwirtschaft","Offen",682861.982,247683.015
"Take Away Kiziler","Limmattalstrasse",227,10,8049,"Zürich",,"Gastwirtschaft","Offen",679814.27,250661.628
"Take Away Pavillon","Hofwiesenstrasse","377c",11,8050,"Zürich",,"Ausgabestelle","Offen",683474.173,251796.165
"Take Out Corner","Zwinglistrasse ",3,4,8004,"Zürich",,"Kleinwirtschaft","Offen",682388.666,248014.013
"Tandoor House","Seebacherstrasse",77,11,8052,"Zürich",,"Gastwirtschaft","Offen",683151.509,252987.961
"Tandoori-BBQ","Seefeldstrasse",96,8,8008,"Zürich",,"Gastwirtschaft","Offen",684140.084,246034.101
"Tannenbar ETH","Clausiusstrasse ",2,6,8006,"Zürich",,"Gastwirtschaft","Offen",683729.118,248002.789
"Tanzschule Läderach","Schwamendingenstrasse",10,11,8050,"Zürich",,"Nebenwirtschaft","Offen",683675.582,251369.745
"Tanzschule Salsa People","Flurstrasse ",74,9,8048,"Zürich",,"Nebenwirtschaft","Offen",679567.029,248575.915
"Tapas del Mar - Bäckeranlage","Hohlstrasse",78,4,8004,"Zürich",,"Gastwirtschaft","Offen",681989.566,248071.819
"Tas Döner Kebab Pizza","Brauerstrasse",78,4,8004,"Zürich",,"Gastwirtschaft","Offen",682011.43,248163.533
"Tasty Aydinoglu","Badenerstrasse",740,9,8048,"Zürich",,"Gastwirtschaft","Offen",678639.427,249364.474
"Taverne","Badenerstrasse",275,3,8003,"Zürich",,"Gastwirtschaft","Offen",681268.295,247814.189
"Taverne Catalana","Glockengasse",8,1,8001,"Zürich",,"Gastwirtschaft","Offen",683212.037,247383.705
"Tchibo","Bahnhofplatz",12,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683047.893,247972.828
"Tchibo","Baslerstrasse ",50,9,8066,"Zürich",,"Nebenwirtschaft","Offen",680016.511,248918.359
"Tchibo","Bleicherweg ",23,2,8002,"Zürich",,"Nebenwirtschaft","Offen",682810.724,246878.884
"Tchibo","Kreuzplatz",5,7,8032,"Zürich",,"Nebenwirtschaft","Offen",684307,246621
"Tchibo","Tramstrasse ",1,11,8050,"Zürich",,"Nebenwirtschaft","Offen",683626.848,251547.977
"Tea Gschwendner","Pelikanstrasse ",5,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683023.263,247389.054
"Tennis-Club Fluntern","Rolf-Balsiger-Strasse",4,7,8044,"Zürich",,"Gastwirtschaft","Offen",685853.808,248655.963
"Tennisanlage Fluntern","Forrenweidstrasse",7,7,8044,"Zürich",,"Gastwirtschaft","Offen",685810.121,248694.541
"Tennisanlage Frauental","Hegianwandweg",127,3,8003,"Zürich",,"Gastwirtschaft","Offen",680714.52,245365.866
"Tennisanlage Lengg","Bleulerstrasse",41,8,8008,"Zürich",,"Gastwirtschaft","Offen",685561.021,244974.521
"Tennisanlage Mythenquai","Mythenquai",200,2,8002,"Zürich",,"Gastwirtschaft","Offen",682737.583,245179.98
"Tennisclub Bachtobel","Bachtobelstrasse ",263,3,8045,"Zürich",,"Gastwirtschaft","Offen",680377.16,245355.226
"Tennisclub Engematt","Uetlibergstrasse",400,3,8045,"Zürich",,"Gastwirtschaft","Offen",680723.508,245236.31
"Tennisclub Escher Wyss","Kühriedweg",31,11,8050,"Zürich",,"Gastwirtschaft","Offen",684510.102,251591.316
"Tennisclub Hakoah","Hegianwandweg",22,3,8045,"Zürich",,"Gastwirtschaft","Offen",681171.956,245847.31
"Tennisclub Im Hau","Im Hau",46,7,8053,"Zürich",,"Gastwirtschaft","Offen",687876.562,246633.439
"Tennisclub Leimbach","Kleeweidstrasse ",105,2,8041,"Zürich",,"Gastwirtschaft","Offen",680874.674,242586.122
"Tennisclub Seebach","Kolbenacker",16,11,8052,"Zürich",,"Gastwirtschaft","Offen",683833.659,253376.651
"Tennisclub Seeblick","Talweg",110,2,8038,"Zürich",,"Gastwirtschaft","Offen",683110.627,243046.995
"Tennisclub Uetliberg","Uetlibergstrasse",420,3,8045,"Zürich",,"Gastwirtschaft","Offen",680587.562,245195.74
"Tennisclub Valsana","Furttalstrasse ",214,11,8046,"Zürich",,"Gastwirtschaft","Offen",679499.936,253051.555
"Tertianum Rezidenz Segeten","Carl-Spitteler-Strasse ",70,7,8053,"Zürich",,"Gastwirtschaft","Offen",687325.053,245617.313
"Tessin Grotto Jägerhaus","Waidbadstrasse",151,10,8037,"Zürich",,"Gastwirtschaft","Offen",681339.145,250830.19
"Tex-Mex Züri","Badenerstrasse",505,9,8048,"Zürich",,"Gastwirtschaft","Offen",680340.699,248397.199
"Thai Bamboo","Schoffelgasse",3,1,8001,"Zürich",,"Gastwirtschaft","Offen",683440.257,247283.626
"Thai Erawan","Bärengasse",25,1,8001,"Zürich",,"Gastwirtschaft","Offen",682939.145,247093.179
"Thai Erawan","Badenerstrasse ",134,4,8004,"Zürich",,"Ausgabestelle","Offen",681904.195,247634.808
"Thai Erawan","Badenerstrasse",811,9,8048,"Zürich",,"Gastwirtschaft","Offen",678181.684,249637.646
"Thai Food Express","Schwamendingenstrasse",53,11,8050,"Zürich",,"Gastwirtschaft","Offen",683963.274,251269.691
"Thai Food Station","Ellen-Widmann-Weg ",6,10,8050,"Zürich",,"Gastwirtschaft","Offen",683078.242,252140.079
"Thai Lemon Grass","Uetlibergstrasse ",38,3,8045,"Zürich",,"Gastwirtschaft","Offen",681688.94,246460.33
"Thai Sun Garden","Winterthurerstrasse",281,11,8057,"Zürich",,"Gastwirtschaft","Offen",684086.171,250771.952
"Thai Take Away","Werdstrasse ",62,4,8004,"Zürich",,"Kleinwirtschaft","Offen",682248.553,247438.527
"Thali Indien","Schaffhauserstrasse",32,6,8006,"Zürich",,"Gastwirtschaft","Offen",683096.115,249415.02
"The Corner","Universitätstrasse ",9,6,8006,"Zürich",,"Nebenwirtschaft","Offen",683770.729,248091.906
"The Dolder Grand","Kurhausstrasse",65,7,8032,"Zürich",,"Gastwirtschaft","Offen",685684.389,247507.473
"The International","Luisenstrasse",7,5,8005,"Zürich",,"Gastwirtschaft","Offen",682306.746,248566.283
"The Lemon Grass Thai","Limmatstrasse",199,5,8005,"Zürich",,"Nebenwirtschaft","Offen",682286.148,249012.115
"The Mixt","Müllerstrasse ",55,4,8004,"Zürich",,"Gastwirtschaft","Offen",682357.278,247759.233
"The Traders","Leutschenbachstrasse",95,11,8050,"Zürich",,"Gastwirtschaft","Offen",684541.087,252498.535
"Theater Neumarkt","Neumarkt",5,1,8001,"Zürich",,"Gastwirtschaft","Offen",683613.908,247456.521
"Theater Pur Pur","Bluntschlisteig",1,2,8002,"Zürich",,"Gastwirtschaft","Offen",682492.6,246291.233
"Theater Stok","Hirschengraben",42,1,8001,"Zürich",,"Gastwirtschaft","Offen",683752.741,247519.382
"Theater am Hechtplatz","Hechtplatz",7,1,8001,"Zürich",,"Gastwirtschaft","Offen",683545.601,246972.657
"Theater an der Winkelwiese","Winkelwiese",4,1,8001,"Zürich",,"Gastwirtschaft","Offen",683693.784,247184.513
"Thermalbad + Spa Zürich","Brandschenkestrasse",150,2,8002,"Zürich",,"Nebenwirtschaft","Offen",682067.031,246559.909
"Thip & more","Stampfenbachstrasse",56,6,8006,"Zürich",,"Kleinwirtschaft","Offen",683373.237,248371.346
"Tibetasia","Quellenstrasse",6,5,8005,"Zürich",,"Gastwirtschaft","Offen",682242.03,248744.557
"Tibits","Falkenstrasse",14,8,8008,"Zürich",,"Gastwirtschaft","Offen",683778.682,246591.977
"Tibits im NZZ Bistro","Falkenstrasse ",12,8,8008,"Zürich",,"Gastwirtschaft","Offen",683766.804,246575.036
"Tiffins Take Away","Seefeldstrasse",61,8,8008,"Zürich",,"Gastwirtschaft","Offen",684037.272,246264.262
"Tilia","Dorflindenstrasse","4a",11,8050,"Zürich",,"Gastwirtschaft","Offen",683834.598,251362.193
"Time","Bahnhofplatz",15,1,8001,"Zürich",,"Gastwirtschaft","Offen",683182.716,247978.398
"Tisch Bank Stuhl","Fraumünsterstrasse ",2,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683296.498,246886.3
"Tizziani","Hönggerstrasse",10,10,8037,"Zürich",,"Gastwirtschaft","Offen",682186.604,249476.185
"Tokyo Avenue","Siewerdtstrasse ",69,11,8050,"Zürich",,"Gastwirtschaft","Offen",684175.499,251885.147
"Tong Thai Dee Take Away","Seestrasse",334,2,8038,"Zürich",,"Nebenwirtschaft","Offen",682669.655,244598.76
"Tongs Thai","Selnaustrasse",13,1,8002,"Zürich",,"Gastwirtschaft","Offen",682598.772,247182.175
"Toni Areal","Pfingstweidstrasse",96,5,8005,"Zürich",,"Gastwirtschaft","Offen",680992.688,249423.566
"Topolino","Pfingstweidstrasse",101,5,8005,"Zürich",,"Gastwirtschaft","Offen",680815.609,249373.877
"Torondo","Brown-Boveri-Strasse ",5,11,8050,"Zürich",,"Gastwirtschaft","Offen",682830.353,252103.635
"Toros Imbiss","Franklinstrasse",8,11,8050,"Zürich",,"Gastwirtschaft","Offen",683559.508,251504.927
"Toscano","Giessereistrasse",18,5,8005,"Zürich",,"Gastwirtschaft","Offen",681460.42,249377.271
"Town Squasch Luxor","Glärnischstrasse",35,2,8002,"Zürich",,"Gastwirtschaft","Offen",682985.595,246942.899
"Tramblu","Bucheggstrasse",103,6,8057,"Zürich",,"Gastwirtschaft","Offen",682841.975,250308.869
"Trampoint","Albisstrasse",105,2,8038,"Zürich",,"Gastwirtschaft","Offen",682507.98,243616
"Transit","Aargauerstrasse",14,9,8048,"Zürich",,"Gastwirtschaft","Offen",680018.183,249602.832
"Tre Fratelli","Nordstrasse",182,10,8037,"Zürich",,"Gastwirtschaft","Offen",682504.129,249638.324
"Treff","In Böden",174,11,8046,"Zürich",,"Gastwirtschaft","Offen",680702.081,252675.15
"Treffpunkt","Aargauerstrasse",1,9,8048,"Zürich",,"Gastwirtschaft","Offen",680166.281,249541.493
"Tremonte & Co.","Birmensdorferstrasse ",129,3,8003,"Zürich",,"Kleinwirtschaft","Offen",681732.615,247119.136
"Tres Kilos","Dufourstrasse",175,8,8008,"Zürich",,"Gastwirtschaft","Offen",684404.611,245439.91
"Triangolo","Saumackerstrasse",48,9,8048,"Zürich",,"Gastwirtschaft","Offen",679246.006,249053.172
"Triemli Treff","Triemlistrasse",183,9,8047,"Zürich",,"Gastwirtschaft","Offen",679792.774,246936.78
"Träff","Wolfgang-Pauli-Strasse ",14,10,8093,"Zürich",,"Gastwirtschaft","Offen",680711.699,251389.081
"Träffpunkt","Regensbergstrasse",188,11,8050,"Zürich",,"Gastwirtschaft","Offen",682924.627,251577.709
"Tschingg","Schaffhauserstrasse",353,11,8050,"Zürich",,"Gastwirtschaft","Offen",683576.572,251579.1
"Turbinenhalle","Badenerstrasse",571,9,8048,"Zürich",,"Gastwirtschaft","Offen",679872.193,248709.665
"Turbinenhaus","Am Wasser ",53,10,8049,"Zürich",,"Gastwirtschaft","Offen",680534.749,249941.715
"Twiss Kitchen","Bäckerstrasse",19,4,8004,"Zürich",,"Gastwirtschaft","Offen",682388.117,247626.821
"Tüfi","Dufourstrasse",154,8,8008,"Zürich",,"Gastwirtschaft","Offen",684277.752,245541.068
"UBS Restaurant Europaallee","Eisgasse",10,4,8004,"Zürich",,"Gastwirtschaft","Offen",682610.905,248075.325
"UBS Restaurant Flur","Flurstrasse ",64,9,8048,"Zürich",,"Kantine / Mensa","Offen",679661.384,248618.577
"UN MOTIVO IN PIÙ","Bahnhaldenstrasse",2,11,8052,"Zürich",,"Gastwirtschaft","Offen",683630.603,252649.249
"Uetli","Kalkbreitestrasse",134,3,8003,"Zürich",,"Gastwirtschaft","Offen",681205.855,247195.916
"Uni Cityport","Affolternstrasse ",56,11,8050,"Zürich",,"Gastwirtschaft","Offen",683171.703,251709.911
